geoid10
24009990100
24017990000
51013980100
51013980200
51059980100
51059980200
51059980300
51107980100
51153980100
24003708001
51069050700
51113930100
51171040400
51630000301
51153901100
51179010201
11001006202
51059416200
51059421900
24033801104
