geoid10,n_totpop19,n_totpopraceth19,n_nlwt19,n_nlblk19,n_nlamin19,n_nlasi19,n_nlhp19,n_nlso19,n_nl2om19,n_lat19,n_agginc19,n_hu19,n_huten19,n_huown19,n_hurent19,n_totpoppov19,n_u50pctpov19,n_upov19,n_u200pctpov19,n_blklat19,n_50to99pctpov19,n_ov200pctpov19,n_totpop00,n_agginc00,n_totpoppov00,n_ov200pctpov00,n_50to99pctpov00,n_u50pctpov00,n_upov00,n_u200pctpov00,n_totpopraceth00,n_nlwt00,n_nlblk00,n_nlamin00,n_nlasi00,n_nlhp00,n_nlso00,n_nl2om00,n_lat00,n_blklat00,n_hu00,n_huten00,n_huown00,n_hurent00,s_u50pctpov00,s_u50pctpov19,s_50to99pctpov00,s_50to99pctpov19,s_upov00,s_upov19,s_u200pctpov00,s_u200pctpov19,s_ov200pctpov00,s_ov200pctpov19,a_u50pctpov,a_50to99pctpov,a_upov,a_u200pctpov,a_ov200pctpov,c_u50pctpov,c_50to99pctpov,c_upov,c_u200pctpov,c_ov200pctpov,p_u50pctpov,p_50to99pctpov,p_upov,p_u200pctpov,p_ov200pctpov,s_nlwt00,s_nlwt19,s_nlblk00,s_nlblk19,s_nlamin00,s_nlamin19,s_nlasi00,s_nlasi19,s_nlhp00,s_nlhp19,s_nlso00,s_nlso19,s_nl2om00,s_nl2om19,s_lat00,s_lat19,s_blklat00,s_blklat19,a_nlwt,a_nlblk,a_nlasi,a_lat,a_blklat,c_nlwt,c_nlblk,c_nlasi,c_lat,c_blklat,p_nlwt,p_nlblk,p_nlasi,p_lat,p_blklat,n_pci00,n_pci19,r_n_pci00,r_n_pci19,a_pci,x_pci00,x_pci19,y_pci,a_totpop,a_totpoppov,a_totpopraceth,a_hu,a_huten,a_huown,a_hurent,s_huown00,s_hurent00,s_huown19,s_hurent19,p_totpoppov,p_totpopraceth,p_hu,p_huten,p_huown,p_hurent,c_huown,c_hurent,nc_cats,nc_cats_br,catA_pci,catB_pci,catC_pci
24031700711,6481,6481,2685,802,0,946,27,0,175,1846,288437800,2249,2232,1832,400,6468,108,285,922,2648,177,5546,6082.602481859286,171914974.61503413,6049.620904156139,5109.146218742141,236.86769441351476,224.87439343055198,461.74208784406676,940.4746854139975,6082.602481859286,3105.265512838778,864.5171125218999,13.992184480123235,1009.4361660660334,0,36.97934469746855,186.89560698450322,865.5165542704801,1730.03366679238,2017.8728903834865,1988.8890796746598,1453.188302435656,535.7007772390039,0.0371716504212787,0.016697588126159554,0.0391541384437469,0.02736549165120594,0.07632578886502561,0.04406307977736549,0.15546010242854783,0.14254792826221396,0.8445398975714522,0.857452071737786,-116.87439343055198,-59.867694413514755,-176.74208784406676,-18.474685413997463,436.8537812578588,-0.020474062295119146,-0.01178864679254096,-0.03226270908766012,-0.012912174166333862,0.012912174166333834,-0.5197318896455249,-0.252747402138343,-0.3827723148853472,-0.019644000737632717,0.08550426285615507,0.510515938218863,0.41428791853109087,0.14212947748931976,0.12374633544206141,0.002300361485376274,0,0.16595465001643117,0.14596512883814225,0,0.00416602376176516,0.0060795267827801515,0.0057058084705243865,0.030726256983240226,0.0270020058632927,0.1422937890239895,0.2848325875636476,0.28442326651330924,0.40857892300570897,-420.2655128387778,-62.51711252189989,-63.436166066033365,980.4834457295199,917.96633320762,-0.096228019687772115,-0.01838314204725834,-0.01998952117828892,0.1425387985396581,0.12415565649239974,-0.13533963878489044,-0.07231448818812851,-0.06284316750137484,1.1328303784506377,1,28263.391390075587,44505.13809597284,0.5018642803877703,0.46572280178837555,16241.746705897254,0.922240892131128,0.8898071227604362,-0.03243376937069187,398.39751814071406,418.37909584386125,398.39751814071406,231.1271096165135,243.1109203253402,378.81169756434406,-135.70077723900386,0.7306532663316583,0.2693467336683417,0.8207885304659498,0.17921146953405018,0.06915790302768086,0.06549787189429068,0.1145399746029538,0.12047880789911311,0.2606762639978772,-0.2533145050459031,0.09013526413429152,-0.09013526413429154,other,other,lt 10% change,stayed between 30% & 70% regional pci,statyed between 40th and 60th percentile of per capita income
24031700713,6128,6128,955,1377,0,603,0,0,54,3139,165151000,2111,2000,561,1439,6086,325,894,3093,4516,569,2993,5120.781809372217,118364254.09512137,5085.500107797373,3863.922578978244,193.33711827809256,299.4525697431927,492.78968802128526,1221.577528819129,5120.781809372217,1595.3046827370279,915.9873409295368,86,1295.567097596572,0,31,158.10159728928818,1038.8210908197925,1954.8084317493294,2074.977724187864,2026.7911546202622,719.3380418898133,1307.4531127304488,0.05888360306669846,0.05340124876766349,0.03801732655194664,0.09349326322707854,0.09690092961864509,0.14689451199474204,0.2402079447301826,0.5082155767334867,0.7597920552698174,0.4917844232665133,25.547430256807274,375.6628817219074,401.21031197871474,1871.422471180871,-870.922578978244,-0.005482354299034972,0.055475936675131905,0.049993582376096954,0.26800763200330413,-0.26800763200330413,0.08531377866857671,1.9430458313832981,0.8141613384600391,1.531971919121607,-0.22539855837601858,0.31153537528532277,0.1558420365535248,0.17887646360035644,0.22470626631853785,0.016794310556759142,0,0.25300181609483613,0.09840078328981723,0,0,0.006053763107668993,0.005058746736292428,0.03087450377204622,0.00881201044386423,0.2028637675830103,0.5122389033942559,0.3817402311833668,0.7369451697127938,-640.3046827370279,461.0126590704632,-692.567097596572,2100.1789091802075,2561.1915682506706,-0.15569333873179797,0.045829802718181406,-0.1546010328050189,0.30937513581124565,0.355204938529427,-0.40136827131885033,0.5032958846381339,-0.534566753726121,2.021694522511896,1,23114.48886154207,26950.228459530026,0.29082774049217003,0.09090909090909091,3835.7395979879548,0.7542310310399934,0.5388255439540086,-0.21540548708598484,1007.2181906277829,1000.499892202627,1007.2181906277829,36.02227581213583,-26.791154620262205,-158.33804188981333,131.54688726955123,0.35491473319785033,0.6450852668021496,0.2805,0.7195,0.19673579215318562,0.19669226850953506,0.017360319290287692,-0.012911538426634497,-0.22011631898937886,0.10061308202084002,-0.0744147331978503,0.07441473319785041,economic decline with low-income concentration - strong,economic decline with low income concentration,decline 10% or more,stayed 30% or under regional pci,stayed below 40th pctile of per capita income
24031700715,6556,6556,1517,1279,0,710,14,0,171,2865,212306400,1766,1756,1573,183,6552,128,442,1108,4144,314,5444,5687.529798515377,141494161.41133258,5658.520962572147,4903.057415396573,163.06321097848738,81.05641409908013,244.11962507756752,755.463547175574,5687.529798515377,2801.3063602220723,1025.5838519410822,0,757.1807969922327,0,11.014273446755213,212.08767974435347,880.3568361688804,1905.9406881099626,1753.9087427767486,1716.8740786917717,1444.683086380428,272.19099231134356,0.01432466445476151,0.019536019536019536,0.028817284950794823,0.04792429792429793,0.04314194940555634,0.06746031746031746,0.13350901272126228,0.16910866910866912,0.8664909872787376,0.8308913308913309,46.94358590091987,150.93678902151262,197.88037492243248,352.53645282442596,540.9425846034273,0.0052113550812580255,0.019107012973503104,0.02431836805476112,0.035599656387406836,-0.0355996563874067,0.5791470844434088,0.9256336123629102,0.8105877389396989,0.46664919060945037,0.11032760556806052,0.4925348014797744,0.23139109212934716,0.18032149074784481,0.19508846857840145,0,0,0.1331299920731634,0.10829774252593044,0,0.0021354484441732766,0.0019365654048318628,0.0016800295068266037,0.037289946120320105,0.026082977425259304,0.15478720417406536,0.43700427089688837,0.3351086949219102,0.6320927394752898,-1284.3063602220723,253.41614805891777,-47.18079699223267,1984.6431638311196,2238.0593118900374,-0.26114370935042724,0.014766977830556638,-0.024832249547232954,0.282217066722823,0.29698404455337957,-0.45846694187359766,0.24709451848260577,-0.06231113781497111,2.2543621884824008,1,24877.963970978577,32383.52654057352,0.36092468307233405,0.176602086438152,7505.562569594942,0.8117736251233361,0.6474554132101739,-0.1643182119131622,868.4702014846234,893.4790374278527,868.4702014846234,12.091257223251432,39.12592130822827,128.316913619572,-89.19099231134356,0.8414612954499561,0.15853870455004387,0.8957858769931663,0.10421412300683372,0.15789974859821168,0.15269725737723983,0.006893891870399613,0.02230784324974913,0.08882011205728364,-0.3276779718313497,0.05432458154321018,-0.054324581543210154,other,other,decline 10% or more,stayed between 30% & 70% regional pci,stayed below 40th pctile of per capita income
24031700716,8355,8355,2553,2243,0,1165,1,0,395,1998,329203900,2728,2669,2070,599,8303,488,677,1405,4241,189,6898,7613,187005700,7593,6749,59,172,231,844,7613,3765,1182,11,1437,0,6,274,938,2120,2567,2506,1910,596,0.022652443039641774,0.05877393713115741,0.007770314763598051,0.02276285679874744,0.030422757803239827,0.08153679392990486,0.11115501119452127,0.1692159460435987,0.8888449888054787,0.8307840539564013,316,130,446,561,149,0.03612149409151563,0.014992542035149391,0.05111403612666503,0.058060934849077414,-0.05806093484907737,1.8372093023255813,2.2033898305084745,1.9307359307359306,0.6646919431279621,0.02207734479182101,0.4945487981084986,0.3055655296229802,0.15526073821095496,0.2684619988031119,0.00144489688690398,0,0.18875607513463813,0.13943746259724715,0,1.1968880909634949e-4,7.881255746748983e-4,7.18132854578097e-4,0.03599106791015368,0.04727707959305805,0.12321029817417575,0.23913824057450628,0.2784710363851307,0.5076002393776182,-1212,1061,-272,1060,2121,-0.18898326848551839,0.11320126059215693,-0.04931861253739098,0.11592794240033052,0.2291292029924875,-0.3219123505976096,0.8976311336717429,-0.18928322894919972,1.1300639658848615,1,24563.995796663603,39402.02274087373,0.34675615212527966,0.33681073025335323,14838.026944210123,0.801528772154888,0.7877787146821736,-0.013750057472714405,742,710,742,161,163,160,3,0.762170790103751,0.237829209896249,0.775571375046834,0.22442862495316598,0.09350717766363756,0.09746486273479574,0.06271912738605376,0.06349824698091157,0.08376963350785341,0.0050335570469798654,0.01340058494308305,-0.013400584943083022,other,other,lt 10% change,stayed between 30% & 70% regional pci,stayed below 40th pctile of per capita income
24031700717,7424,7424,1045,2376,14,767,0,0,269,2953,212081700,2551,2551,1168,1383,7396,417,867,2839,5329,450,4557,6863.971105920702,138159620.77092847,6794.042714505413,4940.940342000261,398.59183106714596,351.6399111168806,750.2317421840266,1853.1023725051523,6863.971105920702,2312.6318018056213,1124.8481247659308,0,773.2082136490501,27.971356566115507,0,103.89361010271475,2521.417999031269,3646.2661237972,2283.6614682192876,2217.7289848848723,1130.841986887241,1086.8869979976312,0.05175709454491986,0.05638182801514332,0.05866784296426996,0.060843699296917256,0.11042493750918983,0.11722552731206057,0.2727540067637112,0.383856138453218,0.7272459932362888,0.616143861546782,65.36008888311937,51.40816893285404,116.76825781597336,985.8976274948477,-383.9403420002609,0.004624733470223456,0.0021758563326472954,0.006800589802870738,0.11110213168950678,-0.11110213168950678,0.1858722142077738,0.12897446692577583,0.1556429183815191,0.5320254520866232,-0.07770592547669353,0.33692330082957356,0.14075969827586207,0.16387716489593945,0.32004310344827586,0,0.0018857758620689656,0.1126473584631058,0.10331357758620689,0.004075098238975404,0,0,0,0.015136079173337215,0.036233836206896554,0.36734099839906853,0.39776400862068967,0.5312181632950079,0.7178071120689655,-1267.6318018056213,1251.1518752340692,-6.208213649050094,431.5820009687309,1682.7338762027998,-0.19616360255371149,0.1561659385523364,-0.009333780876898914,0.03042301022162114,0.1865889487739576,-0.5481338623882536,1.1122851589359415,-0.008029161536905152,0.17116638381043725,1,20128.234609227184,28567.03933189655,0.16703952274422074,0.11102831594634874,8438.804722669367,0.6567888752924594,0.5711510212345392,-0.08563785405792024,560.028894079298,601.9572854945873,560.028894079298,267.3385317807124,333.27101511512774,37.15801311275891,296.11300200236883,0.5099099099099099,0.49009009009009014,0.457859662877303,0.5421403371226969,0.0886007508032584,0.08158963454788294,0.1170657452959404,0.14593713637205596,0.032858713722719264,0.2724413876952222,-0.05205024703260691,0.0520502470326068,other,other,lt 10% change,stayed 30% or under regional pci,stayed below 40th pctile of per capita income
24031700718,6170,6170,3305,1051,32,1213,0,21,233,315,378846000,2893,2823,1018,1805,6122,68,218,641,1366,150,5481,6.9707202782446815,140308.29315580637,6.899704353419019,5.0177823455389605,0.40479077150627685,0.3571086505519034,0.7618994220581802,1.881922007880059,6.9707202782446815,2.348598085305842,1.1423418764813726,0,0.7852332259294693,0.02840636993026504,0,0.10550937402669872,2.5606313465710344,3.702973223052407,2.3191772021637815,2.2522193301852997,1.1484289557521439,1.1037903744331559,0.05175709454491987,0.01110748121528912,0.05866784296426997,0.024501796798431886,0.11042493750918983,0.035609278013721005,0.2727540067637112,0.10470434498529892,0.7272459932362888,0.8952956550147011,67.64289134944809,149.59520922849373,217.23810057794182,639.11807799212,5475.982217654461,-0.04064961332963075,-0.034166046165838085,-0.07481565949546883,-0.1680496617784123,0.1680496617784123,189.4182379645733,369.5618076267681,285.1270053350337,339.6092267989743,1091.3152146830087,0.3369233008295736,0.5356564019448946,0.16387716489593945,0.17034035656401944,0,0.005186385737439222,0.1126473584631058,0.1965964343598055,0.004075098238975404,0,0,0,0.015136079173337215,0.037763371150729336,0.3673409983990686,0.051053484602917344,0.531218163295008,0.22139384116693678,3302.6514019146944,1049.8576581235186,1212.2147667740705,312.43936865342897,1362.2970267769476,0.198733101115321,0.006463191668079987,0.0839490758966997,-0.3162875137961512,-0.30982432212807126,1406.2224705784909,919.0398073799738,1543.7639757782656,122.01653669194494,1,20128.234609227187,61401.29659643436,0.16778523489932887,0.7608047690014903,41273.06198720717,0.6567888752924596,1.2276180548056144,0.5708291795131548,6163.029279721755,6115.100295646581,6163.029279721755,2890.6808227978363,2820.747780669815,1016.8515710442479,1803.8962096255668,0.5099099099099099,0.4900900900900901,0.3606092809068367,0.6393907190931633,886.2843945793645,884.1309124046054,1246.425163243604,1216.2709162706801,885.4283636363717,1634.274271101472,-0.14930062900307323,0.14930062900307317,economic expansion with overall growth - moderate,economic expansion with overall growth,increase 10% or greater,stayed between 30% & 70% regional pci,other
24031700719,9595,9595,1766,1657,0,769,0,89,172,5142,275592700,3318,3097,1080,2017,9580,379,1051,3899,6799,672,5681,5979.302399184836,130115763.41086131,5955.530324360707,4462.894257771984,262.11840398184205,285.89047880597093,548.0088827878129,1492.6360665887235,5979.302399184836,1729.7312339135876,1147.3154007224302,33.78136948691998,743.815709628664,0,41.91392140043775,178.29056118096653,2104.45420285183,3251.76960357426,1977.4612768176676,1921.784575255892,895.2062914033794,1026.5782838525126,0.04800420168067227,0.0395615866388309,0.04401260504201681,0.07014613778705636,0.09201680672268907,0.10970772442588726,0.25063025210084033,0.4069937369519833,0.7493697478991597,0.5930062630480167,93.10952119402907,409.88159601815795,502.9911172121871,2406.363933411277,1218.1057422280164,-0.008442615041841371,0.026133532745039552,0.017690917703198195,0.156363484851143,-0.15636348485114293,0.3256824836661348,1.5637268875120727,0.9178521243184729,1.612157167628135,0.2729407581429305,0.28928646160284577,0.18405419489317354,0.19188114668340656,0.1726941115164148,0.005649717514124294,0,0.12439840970914418,0.08014590932777488,0,0,0.007009834693450513,0.004368308639962246,0.029817953546767105,0.017926003126628454,0.3519564762502616,0.5359041167274622,0.5438376229336681,0.708598228243877,36.26876608641237,509.68459927756976,25.184290371336033,3037.54579714817,3547.23039642574,-0.10523226670967223,-0.019187035166991745,-0.0442525003813693,0.18394764047720058,0.16476060531020886,0.02096786215992227,0.44424105085370297,0.0338582394070553,1.4433888810846396,1,21761.027411592382,28722.53256904638,0.226696495152871,0.11326378539493294,6961.5051574539975,0.7100672759605167,0.5742598530655658,-0.13580742289495085,3615.697600815164,3624.469675639293,3615.697600815164,1340.5387231823324,1175.215424744108,184.7937085966206,990.4217161474874,0.4658203125,0.5341796875,0.34872457216661285,0.6512754278333871,0.6085889044697896,0.6047022477585505,0.6779089628190668,0.594305152025725,0.20642583767695247,0.9647795318937218,-0.11709574033338715,0.1170957403333871,other,other,decline 10% or more,stayed 30% or under regional pci,stayed below 40th pctile of per capita income
24031700720,3576,3576,1029,706,0,594,0,0,283,964,131786700,1033,983,698,285,3576,333,367,914,1670,34,2662,3578.697600815164,77876136.58913869,3564.4696756392927,2671.1057422280164,156.88159601815795,171.10952119402907,327.991117212187,893.3639334112765,3578.697600815164,1035.2687660864124,686.6845992775696,20.218630513080022,445.18429037133603,0,25.08607859956225,106.70943881903345,1259.5457971481703,1946.23039642574,1183.5387231823324,1150.215424744108,535.7937085966206,614.4217161474874,0.048004201680672265,0.09312080536912752,0.04401260504201681,0.009507829977628635,0.09201680672268908,0.10262863534675615,0.25063025210084033,0.25559284116331094,0.7493697478991597,0.7444071588366891,161.89047880597093,-122.88159601815795,39.00888278781298,20.636066588723452,-9.105742228016425,0.045116603688455256,-0.03450477506438818,0.010611828624067066,0.0049625890624706015,-0.0049625890624706015,0.9461219789306509,-0.7832760447180513,0.11893274159183097,0.02309928330095598,-0.0034089785679623317,0.2892864616028458,0.287751677852349,0.19188114668340656,0.19742729306487697,0.005649717514124294,0,0.12439840970914416,0.16610738255033558,0,0,0.007009834693450512,0.007015122650884298,0.029817953546767105,0.07913870246085011,0.35195647625026155,0.2695749440715884,0.5438376229336681,0.4670022371364653,-6.26876608641237,19.315400722430354,148.81570962866397,-295.5457971481703,-276.2303964257401,-0.0015347837504968154,0.005546146381470413,0.04170897284119142,-0.08238153217867317,-0.07683538579720278,-0.006055206427322202,0.028128489764807932,0.3342788881982654,-0.23464474084017997,1,21761.027411592386,36853.104026845635,0.22744220730797912,0.2749627421758569,15092.076615253249,0.7100672759605168,0.7368172723833395,0.02674999642282272,-2.697600815164151,11.530324360707255,-2.697600815164151,-150.53872318233243,-167.21542474410808,162.2062914033794,-329.42171614748736,0.46582031249999994,0.5341796875,0.7100712105798576,0.28992878942014244,0.0032347937869998218,-7.537940100190877e-4,-0.1271937455308261,-0.14128428708652177,0.30274019422183723,-0.5361492074417697,0.24425089807985761,-0.24425089807985756,other,other,lt 10% change,stayed 30% or under regional pci,stayed below 40th pctile of per capita income
24031700721,3296,3296,684,772,0,254,0,25,57,1504,95554500,1428,1384,570,814,3296,110,355,1787,2276,245,1509,2360.977338718554,70211260.12335859,2360.971131789442,1856.1102961389727,59.21897362612388,22.496161856859345,81.71513548298323,504.8608356504695,2360.977338718554,1257.538420127938,414.9166636599288,10.869448558184663,283.7217391776332,2.6239297850868106,0,127.43395008697408,263.87318732280795,678.7898509827368,1159.279305644571,1100.436721548761,544.629658078848,555.8070634699128,0.009528351089921592,0.03337378640776699,0.025082464088089153,0.07433252427184465,0.03461081517801074,0.10770631067961164,0.2138360900956134,0.5421723300970874,0.7861639099043867,0.4578276699029126,87.50383814314065,185.7810263738761,273.2848645170168,1282.1391643495306,-347.11029613897267,0.023845435317845397,0.0492500601837555,0.07309549550160091,0.328336240001474,-0.32833624000147404,3.8897229980793235,3.1371875430802905,3.344360416240477,2.5395892765134085,-0.18700952031838924,0.5326346845880701,0.20752427184466019,0.1757393672762354,0.2342233009708738,0.004603791988992225,0,0.12017130978971031,0.0770631067961165,0.001111374405021175,0,0,0,0.053975083960839804,0.01729368932038835,0.11176438799113081,0.4563106796116505,0.2875037552673662,0.6905339805825242,-573.538420127938,357.0833363400712,-29.721739177633197,1240.126812677192,1597.2101490172631,-0.3251104127434099,0.05848393369463839,-0.04310820299359382,0.3445462916205197,0.40303022531515803,-0.4560802365541945,0.8606145947243551,-0.10475665087836268,4.699707557479453,1,29738.218563955597,28991.049757281555,0.5600298284862043,0.11847988077496274,-747.1688066740426,0.9703648383980977,0.579628413121711,-0.39073642527638675,935.0226612814458,935.0288682105579,935.0226612814458,268.72069435542903,283.56327845123906,25.370341921151976,258.1929365300872,0.4949213774985018,0.505078622501498,0.41184971098265893,0.588150289017341,0.39603570565552615,0.39603203552514377,0.2317997854762167,0.2446030711240679,0.04658274029850761,0.4645369832441214,-0.08307166651584286,0.08307166651584297,economic decline with low-income concentration - strong,economic decline with low income concentration,decline 10% or more,stayed between 30% & 70% regional pci,other
24031700722,5203,5203,1497,1333,8,789,0,14,158,1404,200202500,2058,1934,788,1146,5161,340,694,1056,2737,354,4105,3894.936143428892,115828786.2251102,3894.932949572165,3062.0359452912976,97.6968809225277,37.104169064734386,134.80104998726208,832.8970042808675,3894.936143428892,2074.550054738566,684.5011551884885,17.931779714789,468.0769881670266,4.328499443908533,0,210.23416266391106,435.31350351220277,1119.8146587006913,1912.5152024903973,1815.437472302765,898.4608773972392,916.9765949055255,0.009526266445436514,0.06587870567719434,0.025083071310190105,0.06859135826390235,0.03460933775562662,0.13447006394109667,0.2138411662188835,0.2046115093974036,0.7861588337811165,0.7953884906025964,302.8958309352656,256.3031190774723,559.1989500127379,223.10299571913254,1042.9640547087024,0.056352439231757825,0.04350828695371224,0.09986072618547005,-0.009229656821479887,0.009229656821479915,8.163390760936151,2.6234524240412256,4.1483278510484825,0.2678638469972192,0.34061130350626345,0.5326274881909215,0.28771862387084374,0.1757413035752341,0.256198347107438,0.004603870013386875,0.001537574476263694,0.12017577976386458,0.15164328272150682,0.001111314610692938,0,0,0,0.05397627969295338,0.030367095906207956,0.1117639641529466,0.2698443205842783,0.2875052677281807,0.5260426676917164,-577.5500547385659,648.4988448115115,320.9230118329734,968.6864964877973,1617.1853412993087,-0.2449088643200778,0.0804570435322039,0.03146750295764224,0.15808035643133173,0.23853739996353568,-0.27839774384780924,0.9474035798127132,0.6856201435787237,2.2252617680642266,1,29738.301723000975,38478.281760522776,0.5607755406413124,0.3107302533532042,8739.9800375218,0.9703675518966705,0.7693100313106157,-0.20105752058605475,1308.0638565711079,1266.067050427835,1308.0638565711079,145.48479750960269,118.56252769723505,-110.46087739723919,229.02340509447447,0.49490048052032315,0.5050995194796768,0.4074457083764219,0.5925542916235781,0.32505490256691194,0.3358370480034517,0.07606987767739491,0.06199298575135397,-0.12294456016519548,0.24975927015680302,-0.08745477214390124,0.0874547721439013,other,other,decline 10% or more,stayed between 30% & 70% regional pci,other
24031700723,3735,3735,2060,516,0,395,0,29,110,625,168425300,2024,1864,371,1493,3442,111,405,851,1141,294,2591,3332.216472448466,84866603.13581933,3169.8640724330053,2260.6906323464273,194.2905770676821,260.82844592647734,455.1190229941595,909.1734400865782,3332.216472448466,1904.579958214155,569.0318544804169,0,326.83401183440225,0,0,58.55332459573982,473.21732332375177,1042.2491778041688,1716.144713606047,1608.619517530234,194.82288001855247,1413.7966375116814,0.08228379513014274,0.03224869262056944,0.061293031066330814,0.08541545613015689,0.14357682619647355,0.11766414875072632,0.28681780016792613,0.24723997675769901,0.713182199832074,0.752760023242301,-149.82844592647734,99.70942293231789,-50.11902299415948,-58.17344008657824,330.30936765357274,-0.0500351025095733,0.024122425063826072,-0.025912677445747226,-0.039577823410227114,0.039577823410226975,-0.5744329204365661,0.513197420261836,-0.11012289195128337,-0.06398497527714682,0.14610993778955786,0.5715654952076678,0.5515394912985274,0.17076677316293928,0.13815261044176708,0,0,0.09808306709265176,0.10575635876840696,0,0,0,0,0.01757188498402556,0.029451137884872823,0.14201277955271566,0.16733601070950468,0.3127795527156549,0.30548862115127173,155.4200417858449,-53.03185448041688,68.16598816559775,151.78267667624823,98.75082219583123,-0.020026003909140333,-0.03261416272117221,0.0076732916757552005,0.025323231156789028,-0.007290931564383152,0.08160331684450557,-0.09319663576451319,0.20856454866189256,0.3207462389799413,1,25468.514376996805,45093.788487282465,0.3862788963460104,0.4783904619970194,19625.27411028566,0.8310434192459867,0.9015762202941526,0.07053280104816595,402.783527551534,272.1359275669947,402.783527551534,307.85528639395307,255.3804824697661,176.17711998144753,79.20336248831859,0.12111184645929847,0.8788881535407015,0.1990343347639485,0.8009656652360515,0.08585097699729403,0.12087555862046812,0.17938771943484447,0.14881057549811647,0.9042937870781432,0.05602175050275869,0.07792248830465003,-0.07792248830464998,other,other,lt 10% change,stayed between 30% & 70% regional pci,other
24031700724,3568,3568,413,838,0,433,0,0,8,1876,74386300,1288,1266,113,1153,3568,306,758,2241,2714,452,1327,2922.0017181793196,74419042.76905936,2779.635819769624,1982.3867886753305,170.3723046542255,228.71898433033013,399.0912889845556,797.2490310942935,2922.0017181793196,1670.1153590488186,498.9808045900467,0,286.5988905690259,0,0,51.34507811497207,414.96158585645605,913.9423904465028,1504.8775622060905,1410.5893278495053,170.83907809163432,1239.750249757871,0.08228379513014275,0.08576233183856502,0.06129303106633082,0.1266816143497758,0.14357682619647355,0.2124439461883408,0.28681780016792613,0.6280829596412556,0.7131821998320739,0.3719170403587444,77.28101566966987,281.6276953457745,358.9087110154444,1443.7509689057065,-655.3867886753305,0.0034785367084222696,0.06538858328344496,0.06886711999186726,0.34126515947332947,-0.34126515947332947,0.3378863188639201,1.6530133575251234,0.8993148207485274,1.810915927892735,-0.33060490133374665,0.5715654952076676,0.11575112107623318,0.17076677316293928,0.23486547085201795,0,0,0.09808306709265176,0.12135650224215247,0,0,0,0,0.01757188498402556,0.002242152466367713,0.14201277955271563,0.5257847533632287,0.3127795527156549,0.7606502242152466,-1257.1153590488186,339.0191954099533,146.4011094309741,1461.0384141435438,1800.057609553497,-0.45581437413143444,0.06409869768907867,0.023273435149500712,0.3837719738105131,0.44787067149959175,-0.7527116927807813,0.6794233210804274,0.5108223173519721,3.5209004012456897,1,25468.5143769968,20848.178251121077,0.3855331841909023,0.019374068554396422,-4620.336125875725,0.8310434192459866,0.4168250745435923,-0.41421834470239427,645.9982818206804,788.364180230376,645.9982818206804,-216.8775622060905,-144.58932784950525,-57.83907809163432,-86.75024975787096,0.12111184645929847,0.8788881535407015,0.08925750394944708,0.9107424960505529,0.28362139191878577,0.22108073304734324,-0.14411641694501487,-0.09608045962061064,-0.33855882821265704,-0.06997397239872603,-0.03185434250985139,0.03185434250985142,economic decline with low-income concentration - strong,economic decline with low income concentration,decline 10% or more,stayed between 30% & 70% regional pci,stayed below 40th pctile of per capita income
24031700810,5160,5160,1786,1160,30,682,0,34,280,1188,203300800,1797,1646,1424,222,5160,570,638,743,2348,68,4417,4940.308901990544,148355157.848516,4923.193173956677,4416.407390331772,71.0914154217093,79.1828308434186,150.2742462651279,506.7857836249055,4940.308901990544,3130.288037668076,746.8091237325759,0.019450089725383618,458.35204662402947,0.009725044862691809,24,116.21006096903415,464.62045786223973,1211.4295815948158,1778.0072492596596,1740.9459814770246,1522.5861548171051,218.3598266599196,0.016083632724852203,0.11046511627906977,0.014440102776746108,0.01317829457364341,0.030523735501598315,0.12364341085271317,0.10293843156627781,0.1439922480620155,0.8970615684337223,0.8560077519379845,490.8171691565814,-3.0914154217093,487.7257537348721,236.2142163750945,0.5926096682278512,0.09438148355421756,-0.0012618082031026975,0.09311967535111486,0.04105381649573768,-0.041053816495737805,6.198530210761925,-0.04348507345607399,3.2455711198469803,0.4661026887643065,1.3418365106560807e-4,0.6336219252214824,0.34612403100775196,0.1511664834220533,0.2248062015503876,3.937018941780505e-6,0.005813953488372093,0.09277801362569672,0.13217054263565892,1.9685094708902525e-6,0,0.004857995820935396,0.004651162790697674,0.023522832939092315,0.05426356589147287,0.09404684344232714,0.2302325581395349,0.24521332686438047,0.45503875968992247,-1344.288037668076,413.1908762674241,223.64795337597053,723.3795421377603,1136.5704184051842,-0.28749789421373045,0.07363971812833431,0.03939252900996219,0.13618571469720775,0.209825432825542,-0.42944547641996234,0.5532750781113691,0.4879392489315561,1.5569257226986823,1,30029.530701762575,39399.37984496124,0.5712155108128263,0.3360655737704918,9369.849143198662,0.9798704197401185,0.7877258743201783,-0.1921445454199402,219.69109800945625,236.80682604332287,219.69109800945625,18.992750740340398,-94.94598147702459,-98.58615481710513,3.640173340080395,0.8745740367689857,0.12542596323101443,0.8651275820170109,0.13487241798298907,0.04810025072670584,0.044469101501110296,0.010682043477746643,-0.05340022180255954,-0.0647491470385447,0.016670526789479983,-0.009446454751974809,0.009446454751974642,other,other,decline 10% or more,stayed between 30% & 70% regional pci,other
